title,original_language,release_date,popularity,vote_count,vote_average,budget,revenue,runtime,adult,genre_names,rating_group
The Prophecy,en,1995-09-01,12.044,396,6.5,8000000,16115878,98,FALSE,"Fantasy, Horror, Thriller",high
Phoenix Forgotten,en,2017-04-21,12.029,227,6,2800000,3600000,80,FALSE,"Horror, Mystery, Science Fiction",low
The Reckoning,en,2021-02-05,12.026,147,6.6,0,165216,111,FALSE,"Drama, Horror",high
The Rage: Carrie 2,en,1999-03-11,12.025,311,5.7,21000000,17762705,104,FALSE,"Horror, Science Fiction, Thriller",low
Blood: The Last Vampire,en,2009-04-02,12.024,290,5.7,30000000,5874530,91,FALSE,"Action, Adventure, Horror, Science Fiction, Thriller",low
The Cat o' Nine Tails,it,1971-02-12,12.019,324,6.7,1000000,1204739,112,FALSE,"Horror, Mystery, Thriller",high
The Fury,en,1978-03-10,12.011,276,6.3,5500000,24000000,118,FALSE,"Horror, Science Fiction, Thriller",high
Bhool Bhulaiyaa 2,hi,2022-05-20,12.004,37,6.7,0,22449857,142,FALSE,"Comedy, Horror",high
Tales from the Crypt: Demon Knight,en,1995-01-13,11.97,383,6.8,13000000,21089146,92,FALSE,"Comedy, Horror, Thriller",high
Dead & Buried,en,1981-05-29,11.964,209,6.4,3000000,216166,94,FALSE,"Horror, Mystery",high
Mutant Chronicles,en,2008-08-07,11.96,377,5.2,8000000,2131057,111,FALSE,"Action, Adventure, Horror, Science Fiction",low
My Bloody Valentine,en,1981-02-11,11.931,333,6.5,2200000,5672031,90,FALSE,"Horror, Mystery, Thriller",high
The Vanishing,en,1993-02-05,11.891,396,6.1,0,14543394,109,FALSE,"Drama, Horror, Mystery, Thriller",high
The Darkness,en,2016-05-13,11.849,543,4.8,4000000,10898293,92,FALSE,"Horror, Thriller",low
Wait Until Dark,en,1967-10-26,11.788,400,7.3,4000000,11000000,108,FALSE,"Crime, Horror, Thriller",high
The Echo,en,2008-05-25,11.772,153,6.1,5000000,124048,96,FALSE,"Drama, Horror, Mystery, Thriller",high
One Hour Photo,en,2002-08-21,11.715,1392,6.6,12000000,52223306,96,FALSE,"Drama, Horror, Thriller",high
After Midnight,en,2019-11-05,11.693,80,5.6,0,6713,83,FALSE,"Drama, Horror",low
Killer Joe,en,2011-09-10,11.673,1165,6.5,10000000,4633668,102,FALSE,"Crime, Drama, Horror, Thriller",high
Inland Empire,en,2006-09-06,11.612,865,7.1,0,4045770,180,FALSE,"Drama, Fantasy, Horror, Mystery",high
Phantasm,en,1979-03-28,11.607,514,6.6,300000,11988469,89,FALSE,"Horror, Science Fiction",high
Stir of Echoes,en,1999-09-10,11.572,985,6.7,12000000,21133087,99,FALSE,Horror,high
Take Shelter,en,2011-09-30,11.555,1416,7.1,5000000,3099314,120,FALSE,"Drama, Horror, Thriller",high
Brainscan,en,1994-04-22,11.528,183,6.3,0,4352094,96,FALSE,Horror,high
Thirst,ko,2009-04-30,11.497,686,7,5000000,13085023,134,FALSE,"Drama, Horror, Thriller",high
Leviathan,en,1989-03-17,11.492,380,6,25000000,15704614,98,FALSE,"Action, Adventure, Horror, Science Fiction, Thriller",low
Disturbing Behavior,en,1998-07-24,11.478,273,5.7,15000000,17507368,84,FALSE,"Horror, Mystery, Science Fiction",low
Shadow of the Vampire,en,2000-05-15,11.449,459,6.7,8000000,8279017,92,FALSE,"Drama, Horror",high
Sleepaway Camp,en,1983-11-18,11.407,504,6.3,350000,11000000,85,FALSE,Horror,high
The Twins Effect,cn,2003-03-08,11.4,123,5.9,0,3639926,107,FALSE,"Action, Comedy, Horror",low
Raising Cain,en,1992-08-07,11.39,261,6,12000000,37170057,92,FALSE,"Crime, Drama, Horror, Thriller",low
The Lawnmower Man,en,1992-03-05,11.382,578,5.6,10000000,32100816,108,FALSE,"Horror, Science Fiction",low
The Sacrament,en,2013-09-02,11.34,347,5.8,4000000,9221,99,FALSE,"Horror, Thriller",low
Shrooms,en,2007-08-16,11.326,316,4.9,0,4910682,84,FALSE,"Horror, Mystery",low
Godzilla vs. Biollante,ja,1989-12-16,11.296,156,7.2,5000000,7000000,105,FALSE,"Action, Horror, Science Fiction",high
The Butterfly Room,en,2012-08-04,11.287,107,6,0,1081,87,FALSE,"Horror, Thriller",low
Return of the Living Dead Part II,en,1988-01-15,11.282,447,6.2,6200000,9205924,89,FALSE,"Comedy, Horror",high
Rigor Mortis,cn,2013-09-06,11.248,138,6,0,7865,105,FALSE,"Action, Drama, Horror",low
One Cut of the Dead,ja,2017-11-04,11.247,544,7.7,30000,200000000,96,FALSE,"Comedy, Horror",high
Maniac,en,1980-11-14,11.219,323,6.4,350000,10000000,87,FALSE,Horror,high
The Little Stranger,en,2018-08-30,11.215,218,5.7,0,1824902,111,FALSE,"Drama, History, Horror, Mystery",low
A Girl Walks Home Alone at Night,en,2014-11-21,11.19,690,6.8,1000000,395000,99,FALSE,"Horror, Romance",high
The Cured,en,2017-11-24,11.18,303,5.6,0,323776,95,FALSE,"Drama, Horror, Science Fiction",low
Ed Gein,en,2000-11-17,11.099,85,5.5,0,5708,89,FALSE,"Crime, Drama, Horror, Thriller",low
Planet of the Sharks,en,2016-07-27,11.088,57,3.8,5,6,85,FALSE,"Action, Horror, Science Fiction",low
Dreamscape,en,1984-08-15,11.068,212,6.1,0,12145169,99,FALSE,"Adventure, Horror, Science Fiction",high
Blood and Chocolate,en,2007-01-26,11.056,249,5.5,15000000,6340723,98,FALSE,"Drama, Fantasy, Horror, Romance",low
Trick or Treat,en,1986-10-24,11.055,124,6.1,0,6797218,97,FALSE,Horror,high
Navy Seals vs. Zombies,en,2015-10-08,11.041,143,4.7,1181389,56191,97,FALSE,"Action, Horror",low
Prom Night,en,2008-04-10,11.002,581,5,0,14796236,88,FALSE,"Crime, Drama, Horror",low
FearDotCom,en,2002-08-09,10.98,299,3.7,40000000,18902015,101,FALSE,"Crime, Horror, Thriller",low
Trouble Every Day,fr,2001-07-11,10.977,126,5.8,0,9200,101,FALSE,"Drama, Horror, Romance",low
Black Water,en,2007-06-01,10.975,263,5.9,700000,1271556,90,FALSE,"Adventure, Drama, Horror",low
From Beyond,en,1986-10-24,10.974,408,6.5,4500000,1261000,85,FALSE,"Horror, Science Fiction",high
Vampire in Brooklyn,en,1995-10-26,10.96,451,5,14000000,19800000,100,FALSE,"Comedy, Horror, Romance",low
From Within,en,2008-04-25,10.955,123,5.6,0,66456,89,FALSE,"Horror, Mystery, Thriller",low
The Serpent and the Rainbow,en,1988-02-05,10.952,374,6.4,7000000,19595031,98,FALSE,"Horror, Thriller",high
Boogeyman,en,2005-02-04,10.898,624,4.9,20000000,67192859,89,FALSE,"Drama, Horror, Mystery, Thriller",low
I Know Who Killed Me,en,2007-07-27,10.847,311,4.5,12000000,9620399,105,FALSE,"Horror, Thriller",low
The Day of the Beast,es,1995-10-20,10.801,404,7.3,0,4367497,103,FALSE,"Action, Comedy, Crime, Fantasy, Horror",high
The Last Days on Mars,en,2013-08-11,10.74,664,5.4,10600000,24084,98,FALSE,"Horror, Science Fiction, Thriller",low
Severance,en,2006-05-19,10.664,456,6.3,0,5515163,96,FALSE,"Comedy, Horror, Thriller",high
Bats,en,1999-10-22,10.654,149,4.6,5250000,10155690,91,FALSE,"Horror, Science Fiction, Thriller",low
Godzilla vs. Destoroyah,ja,1995-12-09,10.612,182,7.8,10000000,18000000,103,FALSE,"Action, Horror, Science Fiction",high
House of Wax,en,1953-04-16,10.612,253,6.9,658000,23800000,88,FALSE,"Horror, Mystery",high
Maniac,en,2012-12-26,10.609,757,6,6000000,31081,89,FALSE,Horror,low
The Dead Zone,en,1983-10-21,10.584,1262,7,10000000,20766616,103,FALSE,"Horror, Science Fiction, Thriller",high
Godsend,en,2004-04-30,10.563,407,4.9,25000000,30120671,102,FALSE,"Drama, Horror, Science Fiction, Thriller",low
Rubber,en,2010-11-09,10.559,801,6,500000,98017,85,FALSE,"Comedy, Drama, Fantasy, Horror, Mystery",low
Tales from the Hood,en,1995-05-24,10.53,112,6.1,6000000,12000000,97,FALSE,"Crime, Horror, Thriller",high
The Good Neighbor,en,2016-09-16,10.501,374,6.2,0,90573,98,FALSE,"Crime, Drama, Horror, Thriller",high
The Night Flier,en,1997-04-30,10.492,179,5.9,1000000,91549,93,FALSE,"Fantasy, Horror, Mystery",low
Hardware,en,1990-09-14,10.472,221,5.9,1500000,5728953,93,FALSE,"Horror, Science Fiction, Thriller",low
K-12,en,2019-09-05,10.456,220,7.8,6000000,359377,92,FALSE,"Fantasy, Horror, Music",high
Black Christmas,en,2019-12-11,10.44,422,4.7,5000000,18529730,92,FALSE,"Horror, Mystery, Thriller",low
Stepfather 2,en,1989-11-03,10.433,69,5.4,0,1519796,93,FALSE,"Horror, Thriller",low
Ghoulies,en,1985-01-18,10.416,196,4.8,1000000,35000000,81,FALSE,"Comedy, Fantasy, Horror",low
Vanishing on 7th Street,en,2010-09-11,10.403,459,5.3,10000000,1671196,92,FALSE,"Horror, Mystery, Thriller",low
D-Tox,en,2002-01-04,10.4,530,5.6,55000000,6632383,96,FALSE,"Action, Horror, Thriller",low
Man Bites Dog,fr,1992-08-20,10.398,707,7.3,33000,205569,96,FALSE,"Comedy, Crime, Drama, Horror, Thriller",high
The Superdeep,ru,2020-11-04,10.392,177,6.2,0,596370,113,FALSE,"Horror, Science Fiction, Thriller",high
The Watcher in the Woods,en,1980-04-17,10.367,110,6.1,0,5000000,83,FALSE,"Fantasy, Horror, Thriller",high
Contracted,en,2013-07-07,10.322,426,5.3,0,58221,84,FALSE,"Horror, Thriller",low
The Eye,cn,2002-05-09,10.319,322,6.5,10706075,1766761,98,FALSE,Horror,high
The Bride,ru,2017-01-19,10.314,311,5.9,1500000,6945256,90,FALSE,"Horror, Mystery, Thriller",low
Dark Angel,en,1990-01-26,10.257,217,6,7000000,9229401,91,FALSE,"Action, Crime, Horror, Science Fiction, Thriller",low
Spring,en,2014-10-08,10.246,563,6.6,0,49970,109,FALSE,"Horror, Romance, Science Fiction",high
Peeping Tom,en,1960-05-16,10.238,606,7.5,150000,83957,101,FALSE,"Drama, Horror, Thriller",high
High Spirits,en,1988-11-18,10.236,167,5.7,0,7399763,99,FALSE,"Comedy, Fantasy, Horror",low
Rodan,ja,1956-12-26,10.232,120,6.5,0,1333289,72,FALSE,"Horror, Science Fiction",high
Session 9,en,2001-08-10,10.223,745,6.1,1500000,1612259,100,FALSE,"Horror, Mystery",high
The Toxic Avenger,en,1984-05-01,10.214,411,6.3,475000,800000,82,FALSE,"Comedy, Horror, Science Fiction",high
Black Death,en,2010-06-07,10.203,684,6,0,382879,102,FALSE,"Drama, History, Horror",low
The Keep,en,1983-12-16,10.193,185,5.8,6000000,3661757,96,FALSE,"Drama, Fantasy, Horror",low
Diary of the Dead,en,2008-02-22,10.191,637,5.6,2000000,5540941,95,FALSE,"Fantasy, Horror, Science Fiction, Thriller",low
The Changeling,en,1980-03-28,10.14,455,7,7600000,12000000,103,FALSE,Horror,high
Hansel & Gretel,ko,2007-12-27,10.097,142,6.7,4000000,2206625,117,FALSE,"Drama, Fantasy, Horror",high
The Innkeepers,en,2011-08-18,10.096,536,5.4,750000,78396,102,FALSE,"Horror, Thriller",low
The ABCs of Death,en,2013-03-08,10.088,483,5,0,23589,123,FALSE,Horror,low
The Gate,en,1987-04-21,10.085,279,6,2500000,13500000,86,FALSE,"Fantasy, Horror",low
Apartment 1303 3D,en,2012-12-06,10.081,264,3.7,5000000,3377891,101,FALSE,Horror,low
Fido,en,2006-09-07,10.077,358,6.5,8000000,426224,91,FALSE,"Comedy, Drama, Horror, Romance",high
Apartment 143,en,2011-10-11,10.039,238,5.3,0,4132000,80,FALSE,"Horror, Thriller",low
The Head Hunter,en,2019-04-05,10.016,234,5.3,30000,44652,72,FALSE,"Fantasy, Horror",low
The Hunger,en,1983-04-29,10.015,421,6.6,0,5979292,97,FALSE,"Drama, Horror",high
House at the End of the Street,en,2012-09-21,9.963,1572,5.8,6900000,44287131,101,FALSE,"Horror, Thriller",low
Demonic,en,2015-02-12,9.962,419,5.3,3000000,3387000,83,FALSE,"Horror, Thriller",low
Hatchet II,en,2010-08-26,9.959,309,5.5,2500000,156190,85,FALSE,"Comedy, Horror, Thriller",low
Three… Extremes,ko,2004-08-20,9.952,284,6.8,77532,516930,125,FALSE,Horror,high
Stake Land,en,2010-09-30,9.922,641,6.2,650000,33245,98,FALSE,"Drama, Horror, Science Fiction",high
Screamers,en,1995-09-08,9.911,424,6.2,20000000,5781885,108,FALSE,"Horror, Science Fiction",high
Dracula: Prince of Darkness,en,1966-01-09,9.905,184,6.8,280379,364937,90,FALSE,Horror,high
Sadomania,es,1981-03-27,9.902,21,4.5,0,198242,84,FALSE,"Action, Drama, Horror",low
House of Voices,fr,2004-06-23,9.81,149,6,320000,6782283,98,FALSE,"Horror, Mystery",low
The House Next Door: Meet the Blacks 2,en,2021-06-11,9.782,29,6,0,2893660,97,FALSE,"Comedy, Horror",low
Troll,en,1986-01-17,9.774,154,4.9,1100000,5450815,82,FALSE,"Fantasy, Horror",low
Night of the Creeps,en,1986-08-21,9.759,388,6.8,5000000,591366,90,FALSE,"Comedy, Horror, Science Fiction",high
Censor,en,2021-06-11,9.759,243,5.9,0,314785,84,FALSE,"Horror, Mystery",low
Soul Survivors,en,2001-09-06,9.711,143,4.6,17000000,4299141,84,FALSE,"Horror, Mystery, Thriller",low
Psycho Beach Party,en,2000-08-06,9.707,66,5.8,1500000,268117,95,FALSE,"Comedy, Horror",low
Bad Milo!,en,2013-08-28,9.702,199,5.7,0,19613,85,FALSE,"Comedy, Horror",low
Man-Thing,en,2005-04-21,9.669,144,4.3,5000000,1123136,105,FALSE,"Action, Fantasy, Horror",low
The Breed,en,2006-05-17,9.666,295,5.3,0,1675484,90,FALSE,"Horror, Thriller",low
House of the Dead,en,2003-04-11,9.663,308,3.2,12000000,13818181,90,FALSE,"Action, Horror, Thriller",low
Body Snatchers,en,1993-06-09,9.639,313,6.1,13000000,428868,87,FALSE,"Horror, Science Fiction, Thriller",high
Psycho III,en,1986-04-02,9.632,289,5.5,8400000,14481606,93,FALSE,"Horror, Thriller",low
Pieces,en,1982-08-23,9.619,192,5.9,0,1198346,85,FALSE,"Horror, Mystery",low
Amityville 3-D,en,1983-11-18,9.618,168,4.6,0,6333135,105,FALSE,"Horror, Thriller",low
No One Lives,en,2013-03-09,9.589,496,5.9,2900000,74918,86,FALSE,"Horror, Thriller",low
The Return of Swamp Thing,en,1989-05-11,9.491,183,5.6,4000000,192816,84,FALSE,"Horror, Science Fiction",low
Invaders from Mars,en,1986-06-06,9.483,181,5.5,12000000,4884663,100,FALSE,"Adventure, Family, Horror, Mystery, Science Fiction",low
C.H.U.D.,en,1984-08-31,9.442,218,5.7,1250000,3412497,97,FALSE,"Horror, Science Fiction",low
Rise: Blood Hunter,en,2007-04-28,9.403,189,5.1,0,2850927,97,FALSE,"Action, Adventure, Horror, Thriller",low
May,en,2003-06-03,9.39,474,6.5,500000,264349,93,FALSE,"Comedy, Drama, Horror",high
Lawnmower Man 2: Beyond Cyberspace,en,1996-01-12,9.386,108,2.9,15000000,2409225,92,FALSE,"Action, Horror, Science Fiction, Thriller",low
Maligno,es,2016-07-14,9.358,20,6,150000,400000,0,FALSE,"Horror, Mystery",low
Eyes Without a Face,fr,1960-01-11,9.356,541,7.6,0,58656,84,FALSE,"Drama, Horror, Thriller",high
Black Candles,es,1982-01-01,9.347,117,6.3,0,200298,84,FALSE,Horror,high
Tormented,en,2009-05-22,9.346,108,5.2,0,1362653,91,FALSE,"Comedy, Horror",low
Sisters,en,1973-03-26,9.332,276,6.7,500000,1000000,93,FALSE,"Horror, Mystery, Thriller",high
Highwaymen,en,2004-02-13,9.318,174,5.7,0,371396,80,FALSE,"Action, Crime, Horror, Thriller",low
The House on Sorority Row,en,1982-11-19,9.297,163,5.8,425000,10604986,91,FALSE,"Horror, Mystery, Thriller",low
Nightbreed,en,1990-02-16,9.272,354,6.4,11000000,8862354,102,FALSE,"Action, Fantasy, Horror",high
Beyond Skyline,en,2017-10-20,9.264,852,5.2,20000000,992181,105,FALSE,"Action, Adventure, Horror, Science Fiction",low
The Puppet Masters,en,1994-10-21,9.261,141,5.8,0,8638072,109,FALSE,"Horror, Science Fiction, Thriller",low
We Summon the Darkness,en,2020-08-28,9.255,160,5.4,0,164677,91,FALSE,"Horror, Thriller",low
Invasion of the Body Snatchers,en,1956-02-05,9.236,809,7.5,417000,3000000,80,FALSE,"Horror, Science Fiction",high
Mother's Day,en,2010-09-23,9.206,336,6.5,11000000,863044,112,FALSE,"Crime, Horror, Thriller",high
Frankenhooker,en,1990-06-01,9.197,232,6.1,2500000,205068,85,FALSE,"Comedy, Horror, Science Fiction",high
The Curse of Frankenstein,en,1957-05-20,9.196,214,6.8,270000,8000000,83,FALSE,"Horror, Science Fiction",high
The Gravedancers,en,2006-11-18,9.173,152,5.8,0,478535,95,FALSE,"Horror, Thriller",low
Grabbers,en,2012-08-10,9.159,361,6.1,0,427335,94,FALSE,"Comedy, Horror, Mystery, Science Fiction, Thriller",high
Funny Games,en,2008-03-14,9.149,1709,6.6,15000000,7938872,111,FALSE,"Drama, Horror, Thriller",high
Silent House,en,2011-01-21,9.144,326,5.5,2000000,13101672,85,FALSE,"Horror, Mystery",low
The Dark Half,en,1993-04-23,9.139,308,6,15000000,10611160,122,FALSE,"Horror, Mystery",low
Dead Trigger,en,2017-07-19,9.111,30,3.8,10000000,151493,92,FALSE,"Action, Horror",low
Warlock,en,1989-06-01,9.103,293,6.3,7000000,9094451,103,FALSE,"Adventure, Comedy, Fantasy, Horror",high
Casshern,ja,2004-04-24,9.091,208,5.9,6000000,12353768,141,FALSE,"Drama, Horror, Science Fiction",low
Seed,en,2007-04-27,9.072,98,3.9,10000000,155362,90,FALSE,Horror,low
Funhouse,en,2019-10-25,9.071,70,5.6,0,110064,106,FALSE,Horror,low
My Best Friend Is a Vampire,en,1987-10-01,9.069,73,5.9,0,174,89,FALSE,"Comedy, Family, Horror",low
Club Dread,en,2004-02-27,9.049,290,5.2,8500000,5001655,104,FALSE,"Comedy, Horror",low
The Return,en,2006-11-10,9.036,485,5.9,15000000,11992014,85,FALSE,"Drama, Horror, Thriller",low
A Field in England,en,2013-07-05,9.026,201,6.2,0,32846,90,FALSE,"Adventure, Comedy, Drama, History, Horror, Thriller",high
Possum,en,2018-10-26,9.011,158,6.3,0,33225,85,FALSE,"Drama, Horror, Thriller",high
The Quiet Ones,en,2014-04-01,8.974,584,5.1,200000,17834867,98,FALSE,Horror,low
Night of the Demons,en,1988-10-14,8.963,249,6.2,1200000,3109904,90,FALSE,Horror,high
The Giant Spider Invasion,en,1975-10-01,8.957,53,4.1,300000,15000000,84,FALSE,"Horror, Science Fiction",low
Snoop Dogg's Hood of Horror,en,2006-06-27,8.951,55,4.7,5000000,25900,85,FALSE,"Comedy, Horror",low
The Lair of the White Worm,en,1988-09-21,8.95,167,5.9,2500000,1189315,93,FALSE,"Comedy, Fantasy, Horror",low
The Advent Calendar,fr,2021-12-01,8.934,127,6.8,0,350413,104,FALSE,"Horror, Thriller",high
Stung,en,2015-07-03,8.903,161,5.3,2500000,71085,87,FALSE,"Comedy, Horror, Science Fiction",low
Frankenstein Unbound,en,1990-11-02,8.886,76,5.5,11500000,334748,82,FALSE,"Horror, Science Fiction",low
Twixt,en,2011-09-10,8.875,221,4.9,7000000,1300000,89,FALSE,"Fantasy, Horror, Mystery",low
We Are What We Are,en,2013-09-27,8.846,457,5.7,0,81381,105,FALSE,"Drama, Horror, Thriller",low
Dead Ringers,en,1988-09-23,8.842,666,7.2,13000000,8038508,115,FALSE,"Horror, Thriller",high
Retreat,en,2011-10-14,8.834,248,5.5,0,4498,89,FALSE,"Drama, Horror, Thriller",low
Split Second,en,1992-05-01,8.818,224,5.9,7000000,5430822,90,FALSE,"Horror, Science Fiction",low
Bones,en,2001-10-24,8.809,125,4.7,10000000,7316658,96,FALSE,"Horror, Thriller",low
Diabolique,en,1996-03-22,8.808,229,5.5,45000000,52400000,107,FALSE,"Horror, Mystery, Thriller",low
Waxwork,en,1988-06-17,8.783,214,6.2,3000000,808114,95,FALSE,"Comedy, Horror",high
Darkness,en,2002-10-11,8.776,313,5.7,10600000,12241855,102,FALSE,Horror,low
Bad Moon,en,1996-11-01,8.762,192,6.8,7000000,1100000,80,FALSE,Horror,high
Monkey Shines,en,1988-07-29,8.756,217,6.2,7000000,5344577,113,FALSE,"Drama, Horror, Science Fiction, Thriller",high
Hide and Seek,ko,2013-08-14,8.753,77,6.5,1900000,35461505,107,FALSE,"Horror, Thriller",high
Dr. Giggles,en,1992-10-23,8.742,113,5.6,0,8403433,95,FALSE,"Comedy, Horror, Mystery, Thriller",low
Gamera: Guardian of the Universe,ja,1995-03-11,8.725,108,7.7,4500000,16000000,96,FALSE,"Adventure, Fantasy, Horror, Science Fiction",high
Hello Mary Lou: Prom Night II,en,1987-10-16,8.717,128,5.8,0,2683519,97,FALSE,Horror,low
Reeker,en,2005-03-13,8.716,180,5.8,0,2289000,91,FALSE,"Horror, Mystery",low
The Raven,en,1963-01-25,8.715,179,6.4,350000,1499275,86,FALSE,"Comedy, Fantasy, Horror",high
My Soul to Take,en,2010-10-08,8.695,435,5.6,25000000,21500813,107,FALSE,"Drama, Horror, Mystery",low
Tentacles,en,1977-02-25,8.693,68,4.8,750000,3000000,102,FALSE,"Action, Adventure, Horror, Science Fiction",low
Repo! The Genetic Opera,en,2008-07-18,8.683,271,6.3,8500000,188126,98,FALSE,"Horror, Music, Science Fiction",high
The Satanic Rites of Dracula,en,1973-11-03,8.663,100,5.6,0,544476,87,FALSE,Horror,low
The Company of Wolves,en,1984-09-21,8.635,240,6.4,2000000,4389334,95,FALSE,"Fantasy, Horror",high
Vampire's Kiss,en,1988-09-17,8.615,284,5.9,2000000,725131,103,FALSE,"Comedy, Horror",low
Teaching Mrs. Tingle,en,1999-08-11,8.599,277,5.5,13000000,8946237,96,FALSE,"Comedy, Crime, Horror",low
In Dreams,en,1999-01-15,8.577,151,5.4,30000000,12017369,100,FALSE,"Horror, Mystery, Thriller",low
Moloch,nl,2022-05-19,8.577,21,5.9,0,500287,99,FALSE,Horror,low
The Bride,en,1985-08-16,8.549,58,5.4,0,3558669,114,FALSE,"Drama, Horror, Romance",low
Shivers,en,1975-10-10,8.535,493,6.3,179000,1000000,88,FALSE,Horror,high
Mary Reilly,en,1996-02-23,8.516,261,5.9,47000000,12379402,104,FALSE,"Drama, History, Horror, Thriller",low
Communion,en,1989-11-10,8.498,133,5.3,5000000,1919653,103,FALSE,"Drama, Horror, Science Fiction, Thriller",low
Them,fr,2006-07-19,8.485,422,6.1,0,2727971,77,FALSE,"Horror, Thriller",high
Attack of the 50 Foot Woman,en,1958-05-18,8.455,97,4.7,88000,480000,65,FALSE,"Horror, Science Fiction",low
Something Wicked This Way Comes,en,1983-04-29,8.431,136,6.5,19000000,5656087,95,FALSE,"Fantasy, Horror, Mystery, Thriller",high
Come to Daddy,en,2019-04-25,8.429,406,5.9,0,57998,96,FALSE,"Comedy, Horror, Thriller",low
Razorback,en,1984-04-19,8.422,133,5.7,5500000,801000,95,FALSE,Horror,low
Deadly Friend,en,1986-10-10,8.379,190,6.1,0,8988731,91,FALSE,"Horror, Science Fiction",high
Deathwatch,en,2002-10-06,8.372,147,5.8,0,2270658,94,FALSE,"Drama, Horror, Thriller, War",low
Giallo,it,2010-03-13,8.37,131,4.1,14000000,50113,92,FALSE,"Crime, Horror, Mystery, Thriller",low
The Transfiguration,en,2016-04-14,8.365,108,6,0,22091,97,FALSE,"Drama, Horror",low
The Zodiac,en,2005-07-31,8.358,103,5.5,1000000,86872,92,FALSE,"Crime, Drama, Horror, Thriller",low
Behind the Mask: The Rise of Leslie Vernon,en,2006-08-29,8.352,344,6.6,0,69136,92,FALSE,"Comedy, Horror, Thriller",high
100 Feet,en,2008-07-22,8.34,241,5.5,10000000,1415804,105,FALSE,"Horror, Thriller",low
The Nameless,es,1999-10-08,8.326,122,5.6,0,1069154,100,FALSE,"Horror, Mystery, Thriller",low
House II: The Second Story,en,1987-05-14,8.308,195,5.5,0,7800000,88,FALSE,"Comedy, Fantasy, Horror",low
"Hush... Hush, Sweet Charlotte",en,1964-12-15,8.286,192,7.3,2200000,4000000,133,FALSE,"Drama, Horror, Mystery",high
Hellbender,en,2021-09-28,8.25,47,5.7,0,67474,83,FALSE,Horror,low
Chain Letter,en,2010-10-01,8.223,104,4.4,5000000,143000,96,FALSE,"Horror, Thriller",low
Seoul Station,ko,2016-08-17,8.207,356,6.5,0,2021735,92,FALSE,"Animation, Drama, Horror",high
The Widow,ru,2020-10-29,8.179,66,5.9,0,137547,80,FALSE,"Horror, Thriller",low
Flowers in the Attic,en,1987-11-20,8.165,162,6.3,0,15151736,93,FALSE,"Drama, Horror, Mystery, Thriller",high
Baskin,tr,2015-12-31,8.164,238,5.8,350000,318155,97,FALSE,Horror,low
While She Was Out,en,2008-10-27,8.163,126,5.3,6000000,498088,86,FALSE,"Drama, Horror, Thriller",low
The Fan,en,1981-05-15,8.105,36,6.1,10000000,3100000,95,FALSE,"Drama, Horror, Thriller",high
Blood Feast,en,1963-07-06,8.102,132,4.7,24500,4000000,67,FALSE,Horror,low
And Soon the Darkness,en,2010-02-25,8.101,318,5.2,0,177182,91,FALSE,"Crime, Horror, Mystery, Thriller",low
The Abandoned,en,2006-09-11,8.097,195,5.5,3000000,4529892,99,FALSE,"Horror, Thriller",low
Godzilla vs. Megaguirus,ja,2000-11-03,8.077,134,6.7,8300000,11068800,105,FALSE,"Action, Adventure, Horror, Science Fiction",high
Long Time Dead,en,2002-01-18,8.059,120,5.3,0,13102295,94,FALSE,"Horror, Thriller",low
Cropsey,en,2009-04-25,8.058,132,6,0,35456,84,FALSE,"Crime, Documentary, Horror, Mystery",low
Burke & Hare,en,2010-10-29,8.034,392,6.1,10000000,4791599,91,FALSE,"Comedy, History, Horror, Thriller",high
Gamera 3: Revenge of Iris,ja,1999-03-06,8.026,96,7.6,6000000,15000000,108,FALSE,"Fantasy, Horror, Science Fiction",high
The Priests,ko,2015-11-05,8.023,75,6.6,0,36900000,103,FALSE,"Horror, Mystery, Thriller",high
The Island of Dr. Moreau,en,1996-08-23,8.017,433,4.8,40000000,49627779,96,FALSE,"Fantasy, Horror, Science Fiction",low
TerrorVision,en,1986-02-14,8.01,151,5.8,0,320256,83,FALSE,"Comedy, Horror, Science Fiction",low
Another,ja,2012-08-04,7.975,40,5.9,0,5588517,109,FALSE,"Horror, Mystery, Thriller",low
Candyman: Farewell to the Flesh,en,1995-03-17,7.971,275,5.4,0,13940383,93,FALSE,"Horror, Thriller",low
Hideaway,en,1995-03-03,7.971,110,5.2,15000000,12201255,103,FALSE,"Drama, Horror, Thriller",low
Surveillance,en,2008-02-08,7.951,259,5.9,3500000,1138322,97,FALSE,"Horror, Mystery, Thriller",low
Tamara,en,2005-05-12,7.94,200,5.2,4750000,206871,98,FALSE,"Fantasy, Horror, Thriller",low
The Skeptic,en,2009-05-01,7.936,77,5.4,0,205585,89,FALSE,"Horror, Thriller",low
The Hand,en,1981-04-24,7.911,110,6,6500000,566736,104,FALSE,"Horror, Thriller",low
Kiss of the Damned,en,2012-11-07,7.891,108,5.1,0,14752,95,FALSE,"Horror, Romance, Thriller",low
Hell,de,2011-09-20,7.842,196,5.6,0,1359257,89,FALSE,"Horror, Mystery, Science Fiction, Thriller",low
Kill Theory,en,2009-10-07,7.822,101,5.3,6000000,397941,82,FALSE,"Horror, Mystery, Thriller",low
Prophecy,en,1980-02-02,7.779,96,5.5,12000000,54000000,102,FALSE,"Horror, Science Fiction",low
