"title","original_language","release_date","popularity","vote_count","vote_average","budget","revenue","runtime","adult","genre_names","high_rating"
"Fat Ass Zombies","en",2020-02-18,47.937,48,4.8,0,0,88,FALSE,"Comedy, Horror",FALSE
"Bodies Bodies Bodies","en",2022-08-05,47.932,156,6.4,0,1e+07,94,FALSE,"Comedy, Horror, Mystery",TRUE
"Polaroid","en",2019-01-10,47.575,842,6,0,0,88,FALSE,"Horror, Mystery, Thriller",TRUE
"The Island of Giant Insects","ja",2020-01-10,47.477,15,4.4,0,0,76,FALSE,"Adventure, Animation, Drama, Horror, Mystery",FALSE
"The Dinosaur Project","en",2012-08-09,47.421,236,5.6,0,2412576,83,FALSE,"Action, Adventure, Horror",TRUE
"Night Teeth","en",2021-10-20,47.405,589,6.5,21700000,0,107,FALSE,"Action, Horror, Thriller",TRUE
"La Casa","es",2020-01-30,47.302,77,6.3,0,0,73,FALSE,"Horror",TRUE
"Echoes","es",2022-01-27,47.267,31,6.4,0,0,84,FALSE,"Horror, Thriller",TRUE
"Sijjin 6","tr",2019-08-09,47.003,33,5.7,0,0,94,FALSE,"Horror",TRUE
"Shaun of the Dead","en",2004-04-09,46.937,7139,7.5,6100000,30097092,99,FALSE,"Comedy, Horror",TRUE
"Carrie","en",1976-11-03,46.915,3055,7.3,1800000,33800000,98,FALSE,"Horror, Thriller",TRUE
"Vivarium","en",2019-09-07,46.777,1466,6,4e+06,427399,97,FALSE,"Horror, Mystery, Science Fiction",TRUE
"Stay Out of the Attic","en",2021-03-11,46.543,67,5.7,0,0,80,FALSE,"Horror",TRUE
"The Blair Witch Project","en",1999-07-14,46.286,3901,6.3,60000,248639099,81,FALSE,"Horror, Mystery",TRUE
"Watcher","en",2022-06-03,46.144,232,6.3,0,2667033,96,FALSE,"Horror, Thriller",TRUE
"Salò, or the 120 Days of Sodom","it",1976-01-10,46.125,1541,6.5,0,22017,117,FALSE,"Drama, Horror",TRUE
"The Evil Dead","en",1981-09-10,46.079,3093,7.3,350000,29400000,85,FALSE,"Horror",TRUE
"Friday the 13th Part 2","en",1981-05-01,45.906,1281,6.1,1250000,21722776,87,FALSE,"Horror, Thriller",TRUE
"Leprechaun 3","en",1995-07-04,45.746,243,5.9,0,0,94,FALSE,"Comedy, Horror",TRUE
"A Nightmare on Elm Street","en",2010-04-30,45.628,2292,5.5,3.5e+07,115664037,95,FALSE,"Horror, Mystery, Thriller",TRUE
"Redcon-1","en",2018-09-07,45.458,220,5.7,0,0,117,FALSE,"Action, Horror, Science Fiction",TRUE
"Bram Stoker's Dracula","en",1992-11-13,45.348,4172,7.4,4e+07,215862692,128,FALSE,"Horror, Romance",TRUE
"Ouija","en",2014-10-24,45.058,2393,5.2,5e+06,103590271,89,FALSE,"Horror",FALSE
"Escape the Undertaker","en",2021-10-05,44.884,56,5.2,0,0,31,FALSE,"Family, Horror, Mystery",FALSE
"The Grudge","en",2004-10-22,44.825,2486,5.9,1e+07,183474602,92,FALSE,"Horror, Mystery, Thriller",TRUE
"[REC]³ Genesis","es",2012-03-30,44.643,1221,5.2,6400000,11019975,80,FALSE,"Horror",FALSE
"Saw V","en",2008-10-23,44.561,2815,6.2,10800000,113864059,95,FALSE,"Crime, Horror, Thriller",TRUE
"A Nightmare on Elm Street","en",1984-11-09,44.489,4150,7.3,1800000,25685134,91,FALSE,"Horror",TRUE
"Fright Night","en",1985-08-02,44.473,1059,7,9e+06,24922237,106,FALSE,"Comedy, Horror",TRUE
"As Above, So Below","en",2014-08-14,44.415,2774,6.7,5e+06,40100000,93,FALSE,"Horror, Thriller",TRUE
"Red Dot","sv",2021-02-11,44.072,612,5.9,0,0,86,FALSE,"Horror, Thriller",TRUE
"Scary Stories to Tell in the Dark","en",2019-08-08,43.866,2208,6.5,2.5e+07,95438172,108,FALSE,"Horror, Thriller",TRUE
"The Wolf of Snow Hollow","en",2020-10-23,43.833,265,6.2,2e+06,239828,84,FALSE,"Horror, Thriller",TRUE
"Pet Sematary","en",1989-04-21,43.608,1748,6.6,11500000,57469467,103,FALSE,"Drama, Horror",TRUE
"Hypnotic","en",2021-10-27,43.596,478,6.1,0,0,89,FALSE,"Drama, Horror, Thriller",TRUE
"Fresh","en",2022-03-03,43.347,843,7,0,0,114,FALSE,"Horror, Thriller",TRUE
"Parasyte: Part 1","ja",2014-11-29,43.308,202,7.1,0,0,109,FALSE,"Horror, Science Fiction",TRUE
"Saw VI","en",2009-10-16,42.6,2559,6.3,1.1e+07,68234154,96,FALSE,"Horror, Mystery",TRUE
"The Owners","en",2020-08-27,42.352,266,5.7,0,225374,92,FALSE,"Horror, Thriller",TRUE
"Scream 4","en",2011-04-11,42.342,2801,6.4,4e+07,97231420,111,FALSE,"Horror, Mystery",TRUE
"Crystal Skulls","en",2014-08-12,42.197,22,5,0,0,88,FALSE,"Adventure, Fantasy, Horror, Mystery, Science Fiction, TV Movie",FALSE
"Aftermath","en",2021-08-04,42.146,479,6.4,0,0,114,FALSE,"Crime, Drama, Horror, Thriller",TRUE
"Psycho","en",1960-06-22,42.064,8452,8.4,806947,5e+07,109,FALSE,"Drama, Horror, Thriller",TRUE
"Dawn of the Dead","en",2004-03-19,41.981,3254,7,2.6e+07,102278712,101,FALSE,"Action, Horror",TRUE
"An American Werewolf in London","en",1981-08-21,41.806,1887,7.4,1e+07,31973249,97,FALSE,"Comedy, Horror",TRUE
"The Other Side of the Door","en",2016-02-25,41.736,720,5.5,0,14332467,96,FALSE,"Horror, Thriller",TRUE
"The Nun","es",2005-11-03,41.512,196,5.5,0,0,101,FALSE,"Horror, Mystery",TRUE
"Cannibal Holocaust","it",1980-02-07,41.435,1284,6.3,1e+05,0,96,FALSE,"Horror",TRUE
"Brightburn","en",2019-05-09,41.383,2566,6.1,6e+06,32893421,91,FALSE,"Horror, Science Fiction, Thriller",TRUE
"The Rental","en",2020-07-23,41.323,677,5.6,0,4296804,88,FALSE,"Horror",TRUE
"Army of Darkness","en",1992-10-31,41.242,2495,7.3,1.1e+07,21502976,81,FALSE,"Comedy, Fantasy, Horror",TRUE
"Martyrs","fr",2008-09-03,41.212,2142,7.4,6500000,1100000,99,FALSE,"Drama, Horror, Thriller",TRUE
"Halloween H20: 20 Years Later","en",1998-08-05,41.178,1302,6,1.7e+07,7.5e+07,86,FALSE,"Horror, Thriller",TRUE
"P2","en",2007-11-09,41.167,671,6.1,3500000,7766240,98,FALSE,"Horror, Thriller",TRUE
"Black as Night","en",2021-10-01,41.009,89,5.5,0,0,87,FALSE,"Horror, Thriller",TRUE
"The Legend of the Nahuala","es",2007-10-31,40.963,145,7.6,0,0,80,FALSE,"Animation, Family, Fantasy, Horror",TRUE
"The Mortuary Collection","en",2020-10-08,40.917,324,6.8,0,34265,108,FALSE,"Fantasy, Horror",TRUE
"Sputnik","ru",2020-09-08,40.799,536,6.5,0,354023,113,FALSE,"Drama, Horror, Science Fiction",TRUE
"Rise of the Mummy","en",2021-04-03,40.695,35,5.3,0,0,90,FALSE,"Horror, Science Fiction",FALSE
"The Descent","en",2005-07-08,40.383,3123,6.9,3500000,57130027,99,FALSE,"Adventure, Horror",TRUE
"Curse of the Blair Witch","en",1999-07-11,40.317,87,6.2,0,0,44,FALSE,"Horror, Thriller",TRUE
"Resident Evil: Damnation","en",2012-09-25,40.315,671,6.8,0,2325035,100,FALSE,"Action, Animation, Horror",TRUE
"Anaconda","en",1997-04-11,40.311,2075,5.1,4.5e+07,136885767,89,FALSE,"Adventure, Horror, Thriller",FALSE
"Poltergeist","en",1982-06-04,40.123,2416,7.1,10700000,122200000,114,FALSE,"Horror",TRUE
"Pandemic","en",2016-02-26,40.023,273,5,0,0,91,FALSE,"Action, Horror, Science Fiction",FALSE
"Tremors","en",1990-01-19,40.012,2640,6.8,1.1e+07,48572000,96,FALSE,"Action, Comedy, Horror, Science Fiction",TRUE
"The Amityville Horror","en",2005-04-14,39.997,1862,6.1,1.9e+07,108047131,90,FALSE,"Horror",TRUE
"Mama","en",2013-01-17,39.883,3667,6.2,1.5e+07,146497771,100,FALSE,"Horror",TRUE
"Down","en",2019-02-01,39.821,152,6.6,0,0,82,FALSE,"Drama, Horror, Science Fiction",TRUE
"Blade: Trinity","en",2004-12-08,39.805,3275,5.9,6.5e+07,128905366,123,FALSE,"Action, Fantasy, Horror",TRUE
"The Amityville Harvest","en",2020-10-20,39.521,20,6.5,0,0,98,FALSE,"Horror",TRUE
"Wish Upon","en",2017-07-07,39.467,1144,5.6,1.2e+07,14301505,90,FALSE,"Fantasy, Horror, Thriller",TRUE
"The Trip","no",2021-07-30,39.424,385,6.7,0,0,115,FALSE,"Action, Comedy, Horror, Thriller",TRUE
"Blade II","en",2002-03-22,39.411,3963,6.5,5.4e+07,155010032,117,FALSE,"Action, Fantasy, Horror, Thriller",TRUE
"Jigsaw","en",2017-10-26,39.398,3044,6.2,1e+07,102952888,92,FALSE,"Crime, Horror, Mystery, Thriller",TRUE
"Spell","en",2020-10-30,39.382,299,6.5,0,0,91,FALSE,"Fantasy, Horror, Thriller",TRUE
"The Boy","en",2016-01-22,38.999,3346,5.9,1e+07,64188367,97,FALSE,"Horror, Mystery, Thriller",TRUE
"Ready or Not","en",2019-08-21,38.925,3383,7.1,6e+06,57615777,95,FALSE,"Comedy, Horror, Thriller",TRUE
"Greta","en",2018-09-06,38.823,1084,6.6,0,0,98,FALSE,"Horror, Mystery, Thriller",TRUE
"Event Horizon","en",1997-08-15,38.807,2212,6.5,6e+07,26673242,96,FALSE,"Horror, Mystery, Science Fiction",TRUE
"The Return of the Living Dead","en",1985-04-25,38.791,1491,7.2,4e+06,14237880,91,FALSE,"Comedy, Horror",TRUE
"Death Smiles on a Murderer","it",1973-07-11,38.78,44,5.8,0,0,88,FALSE,"Horror",TRUE
"Psycho Goreman","en",2020-10-29,38.776,245,6,1700000,95384,95,FALSE,"Comedy, Horror, Science Fiction",TRUE
"Hellraiser: Hellworld","en",2005-09-06,38.501,233,4.8,5e+06,0,91,FALSE,"Horror, Thriller",FALSE
"Jessabelle","en",2014-11-07,38.493,688,5.4,1e+06,23456897,90,FALSE,"Horror, Thriller",TRUE
"Rings","en",2017-02-01,38.303,2270,5,2.5e+07,83080890,102,FALSE,"Horror",FALSE
"Pearl","en",2022-09-16,38.183,19,7,1e+06,0,102,FALSE,"Drama, Horror, Thriller",TRUE
"Halloween III: Season of the Witch","en",1982-10-22,38.146,1054,5.1,2500000,14400000,98,FALSE,"Horror, Science Fiction, Thriller",FALSE
"A Nightmare on Elm Street Part 2: Freddy's Revenge","en",1985-11-01,38.067,1460,5.8,3e+06,3e+07,87,FALSE,"Horror",TRUE
"The Last House on the Left","en",2009-03-13,38.056,1421,6.4,1.5e+07,32721635,110,FALSE,"Crime, Drama, Horror, Thriller",TRUE
"The Descent: Part 2","en",2009-10-14,38.029,872,5.9,6000200,7048886,94,FALSE,"Adventure, Horror, Thriller",TRUE
"Parasyte: Part 2","ja",2015-04-25,37.961,134,7,0,0,117,FALSE,"Horror, Science Fiction",TRUE
"Hellbound: Hellraiser II","en",1988-12-23,37.92,843,6.4,3e+06,12090735,97,FALSE,"Horror",TRUE
"The Exorcist III","en",1990-08-17,37.903,541,6.2,9300000,39024251,110,FALSE,"Horror, Mystery",TRUE
"Ghosts of War","en",2020-07-03,37.83,407,6.3,0,178592,94,FALSE,"Fantasy, Horror, Thriller, War",TRUE
"Ouija: Origin of Evil","en",2016-10-20,37.821,2127,6.1,9e+06,81705746,99,FALSE,"Drama, Horror, Mystery",TRUE
"Constantine: City of Demons - The Movie","en",2018-10-04,37.594,473,7.8,0,0,90,FALSE,"Action, Animation, Fantasy, Horror",TRUE
"Scream 3","en",2000-02-03,37.529,2664,5.9,4e+07,161834276,116,FALSE,"Horror, Mystery",TRUE
"The Unborn","en",2009-01-09,37.529,1185,5.2,1.6e+07,76514050,87,FALSE,"Horror, Mystery, Thriller",FALSE
"A Nightmare on Elm Street 4: The Dream Master","en",1988-08-19,37.502,1095,5.8,1.3e+07,49400000,94,FALSE,"Horror, Thriller",TRUE
"Carrie","en",2013-10-16,37.493,3919,6,3e+07,82394288,100,FALSE,"Drama, Horror",TRUE
"Cadaver","no",2020-10-22,37.362,506,5.6,0,0,86,FALSE,"Drama, Horror, Thriller",TRUE
"Cracked","th",2022-02-24,37.267,11,6.4,3e+06,6e+06,93,FALSE,"Horror, Thriller",TRUE
"The Empty Man","en",2020-10-22,37.25,493,6.2,1.6e+07,4176641,137,FALSE,"Horror, Mystery, Thriller",TRUE
"Clown","en",2014-11-13,37.203,1143,5.7,0,4381603,100,FALSE,"Horror",TRUE
"The Last Survivors","en",2014-06-12,37.163,175,6.3,0,0,95,FALSE,"Action, Horror, Thriller",TRUE
"[REC]²","es",2009-09-15,37.108,1652,6.6,5600000,18469680,85,FALSE,"Horror, Thriller",TRUE
"The Wolfman","en",2010-02-10,36.648,1673,5.8,1.5e+08,0,102,FALSE,"Drama, History, Horror, Thriller",TRUE
"Wolf Creek 2","en",2013-08-30,36.644,485,6.3,8e+06,9630444,106,FALSE,"Horror, Thriller",TRUE
"Escape Room","en",2019-01-03,36.573,3924,6.5,9e+06,155712077,100,FALSE,"Horror, Mystery, Thriller",TRUE
"Curve","en",2015-08-31,36.483,325,5.8,0,0,86,FALSE,"Horror, Thriller",TRUE
"Intersect","en",2020-02-12,36.44,49,5.7,0,0,119,FALSE,"Horror, Science Fiction, Thriller",TRUE
"Friday the 13th Part VIII: Jason Takes Manhattan","en",1989-07-28,36.337,793,5,5e+06,1.4e+07,100,FALSE,"Horror, Thriller",FALSE
"Silent Hill: Revelation 3D","en",2012-10-10,36.244,1336,5.5,2e+07,52302796,94,FALSE,"Horror, Mystery, Thriller",TRUE
"The Babysitter","en",2017-10-13,35.85,3020,6.1,0,0,85,FALSE,"Comedy, Horror",TRUE
"Piranha","en",1978-08-03,35.829,496,5.9,660000,1.6e+07,94,FALSE,"Comedy, Horror",TRUE
"Poltergeist","en",2015-05-20,35.679,2031,5.2,3.5e+07,95437994,93,FALSE,"Horror",FALSE
"Underwater","en",2020-01-08,35.67,2537,6.3,5e+07,40882928,95,FALSE,"Action, Horror, Science Fiction",TRUE
"Lights Out","en",2016-07-21,35.639,3384,6.3,4900000,148868835,81,FALSE,"Horror, Mystery, Thriller",TRUE
"Resident Evil: Vendetta","ja",2017-05-27,35.635,780,6.9,0,0,97,FALSE,"Action, Adventure, Animation, Horror, Mystery, Science Fiction",TRUE
"Leprechaun: Back 2 tha Hood","en",2003-12-30,35.458,141,5.2,0,0,90,FALSE,"Comedy, Horror",FALSE
"Happy Death Day","en",2017-10-12,35.43,5369,6.6,4800000,125479266,97,FALSE,"Comedy, Horror, Mystery",TRUE
"Don't Kill It","en",2016-08-27,35.33,175,6.1,3500000,0,93,FALSE,"Fantasy, Horror",TRUE
"Friday the 13th Part III","en",1982-08-13,35.313,1062,5.8,4e+06,36690067,95,FALSE,"Horror",TRUE
"His House","en",2020-01-27,35.311,839,6.5,0,0,93,FALSE,"Drama, Horror, Thriller",TRUE
"Crimes of the Future","en",2022-05-25,35.226,480,6.4,0,4400000,108,FALSE,"Drama, Horror, Science Fiction",TRUE
"Wishmaster 2: Evil Never Dies","en",1999-03-12,35.088,196,5.5,2500000,0,96,FALSE,"Fantasy, Horror",TRUE
"The Devil's Advocate","en",1997-10-17,35.073,4887,7.4,5.7e+07,152944660,144,FALSE,"Drama, Horror, Mystery, Thriller",TRUE
"Suspiria","it",1977-02-01,34.891,2367,7.5,0,2884265,99,FALSE,"Horror",TRUE
"Children of the Corn","en",1984-03-09,34.686,796,5.7,8e+05,14568989,92,FALSE,"Horror, Thriller",TRUE
"Overlord","en",2018-11-01,34.624,2406,6.7,3.8e+07,41657844,110,FALSE,"Horror, Science Fiction, War",TRUE
"Toys of Terror","en",2021-12-02,34.393,11,6.3,0,0,89,FALSE,"Horror",TRUE
"Planet Terror","en",2007-04-06,34.376,2881,6.6,0,0,105,FALSE,"Action, Horror, Thriller",TRUE
"The Mist","en",2007-11-21,34.23,4147,6.9,1.8e+07,57470220,126,FALSE,"Horror, Science Fiction, Thriller",TRUE
"Shin Godzilla","ja",2016-07-29,34.129,866,7.1,1.5e+07,77947607,120,FALSE,"Action, Horror, Science Fiction",TRUE
"Fear of Rain","en",2021-02-12,34.067,391,7.1,0,0,109,FALSE,"Drama, Horror, Thriller",TRUE
"I Know What You Did Last Summer","en",1997-10-17,34.017,2272,5.9,1.7e+07,125586134,101,FALSE,"Horror, Mystery, Thriller",TRUE
"The Babadook","en",2014-05-22,33.958,5251,6.5,2e+06,10312540,94,FALSE,"Drama, Horror",TRUE
"Hatching","fi",2022-03-04,33.905,142,6.4,3896000,490000,91,FALSE,"Fantasy, Horror",TRUE
"Death of Me","en",2020-10-02,33.787,202,5,0,41848,95,FALSE,"Horror, Mystery",FALSE
"Evil Dead II","en",1987-03-13,33.777,2428,7.6,3500000,10900000,84,FALSE,"Comedy, Fantasy, Horror",TRUE
"A Serbian Film","sr",2010-06-16,33.761,1547,5.5,0,0,104,FALSE,"Crime, Horror, Thriller",TRUE
"General Cemetery","es",2013-07-25,33.739,40,6.6,0,0,90,FALSE,"Horror",TRUE
"Don't Listen","es",2020-07-24,33.664,612,6.5,0,443458,98,FALSE,"Drama, Horror, Thriller",TRUE
"Nocturne","en",2020-10-13,33.649,322,5.9,0,0,90,FALSE,"Horror, Music, Mystery, Thriller",TRUE
"Ghost Lab","th",2021-05-26,33.582,103,6.5,0,0,117,FALSE,"Drama, Horror, Science Fiction, Thriller",TRUE
"Possession","fr",1981-05-27,33.538,737,7.4,0,1158473,124,FALSE,"Horror",TRUE
"Leatherface: The Texas Chainsaw Massacre III","en",1990-01-12,33.339,396,5.3,2e+06,5765562,85,FALSE,"Horror",FALSE
"The Empire of Corpses","ja",2015-10-02,33.239,73,6,0,0,126,FALSE,"Animation, Horror, Mystery, Science Fiction",TRUE
"Freaky","en",2020-11-12,33.205,1140,6.6,5e+06,15104310,102,FALSE,"Comedy, Fantasy, Horror, Thriller",TRUE
"Gonjiam: Haunted Asylum","ko",2018-03-28,33.149,420,7.3,0,21041950,94,FALSE,"Horror, Mystery",TRUE
"Warm Bodies","en",2013-01-31,33.127,5495,6.4,3.5e+07,116980662,97,FALSE,"Comedy, Horror, Romance",TRUE
"Exorcist II: The Heretic","en",1977-06-17,32.967,540,4.5,1.4e+07,30749142,118,FALSE,"Drama, Horror, Thriller",FALSE
"Pet Sematary","en",2019-04-04,32.935,2765,5.7,2.1e+07,112399944,101,FALSE,"Horror, Thriller",TRUE
"The Legend of La Llorona","en",2022-01-07,32.519,31,5,0,0,98,FALSE,"Horror, Thriller",FALSE
"Countdown","en",2019-10-24,32.432,1680,6.4,6500000,48021766,90,FALSE,"Horror, Thriller",TRUE
"Hostel: Part III","en",2011-12-27,32.318,928,5.1,6e+06,0,88,FALSE,"Horror",FALSE
"Life","en",2017-03-22,32.282,6326,6.4,5.8e+07,100541806,104,FALSE,"Horror, Mystery, Science Fiction, Thriller",TRUE
"A Tale of Two Sisters","ko",2003-06-13,32.2,904,7.1,15050245,1062878,115,FALSE,"Drama, Horror, Mystery",TRUE
"See No Evil","en",2006-05-19,32.164,528,5.4,8e+06,18707966,84,FALSE,"Horror, Thriller",TRUE
"Gantz","ja",2010-11-29,32.079,238,6.6,0,0,130,FALSE,"Action, Horror, Science Fiction",TRUE
"Belzebuth","es",2019-01-11,31.993,269,7.1,3600000,0,114,FALSE,"Fantasy, Horror",TRUE
"Terrifier","en",2011-08-09,31.973,31,6.5,0,0,20,FALSE,"Horror",TRUE
"Black Swan","en",2010-12-03,31.951,12624,7.7,1.3e+07,329398046,108,FALSE,"Drama, Horror, Thriller",TRUE
"The Curse of Buckout Road","en",2017-11-24,31.919,43,6.8,0,0,97,FALSE,"Horror",TRUE
"Gothika","en",2003-11-21,31.591,1883,6.1,4e+07,141591324,98,FALSE,"Horror, Thriller",TRUE
"Black Box","en",2020-10-06,31.582,413,6.5,0,0,100,FALSE,"Horror, Science Fiction, Thriller",TRUE
"Critters","en",1986-04-11,31.428,739,6.4,2e+06,13167232,86,FALSE,"Comedy, Horror, Science Fiction",TRUE
"Sinister 2","en",2015-08-19,31.394,1832,5.8,1e+07,53329150,97,FALSE,"Horror",TRUE
"Come True","en",2020-09-24,31.366,173,6.1,0,70459,105,FALSE,"Horror, Science Fiction",TRUE
"Heks","en",2020-12-15,31.258,29,6.1,0,0,82,FALSE,"Drama, Horror",TRUE
"The Unfamiliar","en",2020-08-21,31.223,73,5.9,0,0,89,FALSE,"Horror, Thriller",TRUE
"Messengers 2: The Scarecrow","en",2009-07-21,31.216,134,5.4,0,0,94,FALSE,"Horror",TRUE
"Happy Death Day 2U","en",2019-02-13,30.925,2876,6.3,9e+06,25327500,100,FALSE,"Comedy, Horror, Science Fiction",TRUE
"Grave Encounters 2","en",2012-10-12,30.872,753,5.5,0,0,95,FALSE,"Horror",TRUE
"Killer Klowns from Outer Space","en",1988-05-27,30.761,722,6.4,2e+06,43625095,88,FALSE,"Comedy, Horror, Science Fiction",TRUE
"Backcountry","en",2014-03-20,30.601,492,5.8,0,0,92,FALSE,"Drama, Horror, Thriller",TRUE
"House of 1000 Corpses","en",2003-04-11,30.568,1291,6.2,7e+06,17949758,89,FALSE,"Crime, Horror",TRUE
"Gantz: Perfect Answer","ja",2011-04-23,30.556,166,6.7,0,0,141,FALSE,"Action, Horror, Mystery, Science Fiction",TRUE
"Slender Man","en",2018-08-10,30.529,1685,4.4,1e+07,11817275,93,FALSE,"Horror, Mystery, Thriller",FALSE
"Cujo","en",1983-08-10,30.421,782,6.1,5e+06,21200000,93,FALSE,"Horror, Thriller",TRUE
"New Nightmare","en",1994-10-13,30.385,1096,6.4,8e+06,5.7e+07,112,FALSE,"Fantasy, Horror, Mystery",TRUE
"Friday the 13th Part VII: The New Blood","en",1988-05-13,30.38,788,5.4,2800000,19170001,88,FALSE,"Horror, Thriller",TRUE
"Creepshow","en",1982-11-12,30.331,782,6.9,8e+06,21028755,120,FALSE,"Comedy, Horror",TRUE
"Friday the 13th: A New Beginning","en",1985-03-22,30.247,876,5.3,2200000,21930418,92,FALSE,"Horror, Mystery",FALSE
"The Birds","en",1963-03-28,30.096,3311,7.5,2500000,11500000,119,FALSE,"Horror",TRUE
"The Shallows","en",2016-06-24,30.09,4524,6.4,1.7e+07,119100758,86,FALSE,"Drama, Horror, Thriller",TRUE
"Sadako","ja",2019-05-24,29.908,70,6,0,5481562,99,FALSE,"Horror",TRUE
"The Skin I Live In","es",2011-08-17,29.657,3601,7.5,1.3e+07,33750478,120,FALSE,"Drama, Horror, Thriller",TRUE
"Chernobyl Diaries","en",2012-05-24,29.565,1374,5.3,1e+06,38390020,88,FALSE,"Horror, Thriller",FALSE
"Doctor Sleep","en",2019-10-30,29.402,3486,7.2,4.5e+07,72281712,152,FALSE,"Fantasy, Horror, Thriller",TRUE
"The Howling","en",1981-01-21,29.36,588,6.5,1e+06,17985893,91,FALSE,"Horror",TRUE
"Tremors 5: Bloodlines","en",2015-10-06,29.357,324,5.5,0,0,99,FALSE,"Action, Adventure, Comedy, Horror, Science Fiction",TRUE
"The Turning","en",2020-01-23,29.345,842,5.9,1.4e+07,18472775,94,FALSE,"Horror, Thriller",TRUE
"Gremlins 2: The New Batch","en",1990-06-15,29.242,2089,6.4,5e+07,41482207,106,FALSE,"Comedy, Fantasy, Horror",TRUE
"Haunting of the Mary Celeste","en",2020-10-23,29.197,34,5.3,0,0,74,FALSE,"Horror",FALSE
"Crimson Peak","en",2015-10-13,29.153,4396,6.6,5.5e+07,74679822,119,FALSE,"Fantasy, Horror, Mystery, Romance, Thriller",TRUE
"You Won't Be Alone","mk",2022-04-01,29.005,76,6.5,0,125000,109,FALSE,"Drama, History, Horror",TRUE
"Knife Under the Throat","fr",1986-06-18,28.964,13,4,0,0,85,FALSE,"Drama, Horror, Thriller",FALSE
"The Host","ko",2006-07-27,28.947,2227,7,1.1e+07,88489643,120,FALSE,"Drama, Horror, Science Fiction",TRUE
"Kill Command","en",2016-05-13,28.946,488,5.5,0,0,99,FALSE,"Action, Horror, Science Fiction",TRUE
"Robert Reborn","en",2019-06-04,28.911,25,3.9,0,0,85,FALSE,"Horror",FALSE
"Madres","en",2021-10-08,28.802,65,6,0,0,83,FALSE,"Horror",TRUE
"Creepshow 3","en",2006-04-24,28.786,123,4.7,0,0,104,FALSE,"Comedy, Horror",FALSE
"Doom: Annihilation","en",2019-09-30,28.724,325,4.9,0,0,97,FALSE,"Action, Horror, Mystery, Science Fiction",FALSE
"Shutter","th",2004-09-09,28.644,897,7.2,125000,0,97,FALSE,"Horror, Mystery, Thriller",TRUE
"Castle Freak","en",2020-12-04,28.631,47,4.7,0,0,106,FALSE,"Horror",FALSE
"Books of Blood","en",2020-10-07,28.575,281,6.6,0,0,107,FALSE,"Horror, Science Fiction",TRUE
"Megan Is Missing","en",2011-05-01,28.563,495,6.3,0,0,85,FALSE,"Drama, Horror, Thriller",TRUE
"Hush","en",2016-03-12,28.54,3990,6.7,0,0,82,FALSE,"Horror, Thriller",TRUE
"Dante's Inferno: An Animated Epic","en",2010-02-09,28.531,416,6.9,0,0,84,FALSE,"Action, Adventure, Animation, Horror",TRUE
"Rape Zombie: Lust of the Dead","ja",2012-07-13,28.502,118,6.3,0,0,73,FALSE,"Comedy, Horror",TRUE
"Reaptown","en",2020-09-28,28.459,12,4.1,0,0,77,FALSE,"Horror, Mystery, Thriller",FALSE
"You Should Have Left","en",2020-06-18,28.349,529,5.9,0,0,93,FALSE,"Horror",TRUE
"Hellraiser: Inferno","en",2000-10-03,28.195,353,5.4,2e+06,0,99,FALSE,"Horror, Mystery, Thriller",TRUE
"Sky Sharks","en",2020-10-07,28.128,67,5,5920000,0,102,FALSE,"Comedy, Horror, Science Fiction",FALSE
"Brahms: The Boy II","en",2020-02-20,28.004,1045,6,1e+07,20311536,86,FALSE,"Horror, Mystery, Thriller",TRUE
"The Vatican Tapes","en",2015-07-24,27.874,648,5.3,1.3e+07,1784763,91,FALSE,"Horror, Thriller",FALSE
"Return of the Living Dead III","en",1993-10-01,27.871,683,6.6,2e+06,54207,97,FALSE,"Horror, Science Fiction",TRUE
"Oxygen","fr",2021-05-12,27.843,1093,6.6,0,0,100,FALSE,"Horror, Science Fiction, Thriller",TRUE
"The Thing","en",2011-10-12,27.719,2390,6.2,3.5e+07,31505287,103,FALSE,"Horror, Mystery, Science Fiction, Thriller",TRUE
"Wer","en",2013-11-16,27.716,297,6.3,0,0,89,FALSE,"Horror, Mystery, Thriller",TRUE
"Asura","ja",2012-09-29,27.706,59,7,0,0,76,FALSE,"Animation, Drama, History, Horror",TRUE
"47 Meters Down","en",2017-05-25,27.688,2406,5.8,5500000,44235023,89,FALSE,"Adventure, Drama, Horror, Thriller",TRUE
"The Visit","en",2015-09-10,27.653,4012,6.3,5e+06,98450062,94,FALSE,"Horror, Mystery, Thriller",TRUE
"Bulbbul","hi",2020-06-24,27.544,93,6.7,0,0,94,FALSE,"Fantasy, Horror",TRUE
"The Others","en",2001-08-02,27.543,5398,7.6,1.7e+07,209947037,101,FALSE,"Horror, Mystery, Thriller",TRUE
"1408","en",2007-06-22,27.515,3579,6.7,2.5e+07,132963417,104,FALSE,"Horror, Mystery",TRUE
